Text,Label
"If you are looking for someone with excellent PowerApps, Power Automate and Power BI experience please reach out to Devang Mistry.  He is coming off of a project for iSoftStone and did great work for us.  He is a fantastic engineer.  He's in the Bay area and I would highly recommend his work.#hiring #powerautomate #powerapps #developer",0
Looking for hands-on experience 4 to 6 years for Bangalore location.strong database and data warehousing skills specifically in Oracle RDBMSExperience in star schema relations.Working knowledge using and developing in Informatica Power center version 10.Should be familiar with concepts and importance of development and support.Not only have a good mindset but also good at suggestions/recommending improvements to existing process to make them more efficient and resilient.interested and suitable candidates may mail their profiles to VM00455222@Techmahindra.com,0
Cross-functional and team collaboration in the workplace is more important than ever. Hybrid and remote work make it harder for employees to stay connected and collaborate effectively.,0
"Are you looking to hire a quality regional or online professional for a business development or sales role, please check out Louis Napolitano.  Take a few minutes to look at and read over his impressive dozen professional recommendations, including mine.  Reach out to Louis now!#openforwork #openfornewopportunities #openfornewopportunities #openforjob #businessdevelopment #sales #hireme #job2021 #job",0
"Pleased to have passed the Level 6 Programme in Leadership & Management, with a focus on ‘Managing Organisational Culture’ and ‘Leading Equality & Diversity’, via the Chartered Management Institute. Thanks Inclusive Employers for a great course - would really recommend it if you’re looking to develop your knowledge in Diversity & Inclusion  #diversity #inclusion #diversityandinclusion #culture #hr",0
I am looking for recommendations for professionals who can help me with Web Development #WebDevelopment #findapro #internships,1
"Jan Harasym of Sharkmob Games joins the GCP Podcast to talk about his experience leading 2 full migrations to #GoogleCloud for their online gaming compute infrastructure, including a move to #Kubernetes.",0
"My team is managing a very complex WordPress plugin called ""Create"" that's helping indie bloggers streamline content like recipes and guides. We would really appreciate an experienced developer that's reasonably comfortable with React (or similar) and wants to focus on that for a bit. We've got a great team of four very experienced developers (plus a great product manager + QA team) and this is the skillset we think is really gonna let us fire on all cylinders.Our company is doing D&I for real, we post the salary right on the job post, ""work/life balance"" is our gospel (with emphasis on the ""life"" part), and we're growing in a sober way without burning VC money. In short: If you wanna work more in React with actual adults, I highly recommend checking this out. Only restriction is US-only (sorry Canadian friends, one day ????).",1
"More than ever before, mental health matters.Pandemic strains, WFH stress, isolation in virtual offices — it's all taking a toll. Support your sales teams by being present, listening, and leaving space for talking about wellbeing.This is how you do it.",0
"More than ever before, mental health matters.Pandemic strains, WFH stress, isolation in virtual offices — it's all taking a toll. Support your sales teams by being present, listening, and leaving space for talking about wellbeing.This is how you do it.",0
I am looking for recommendations for professionals who can help me with Android Development #AndroidDevelopment #findapro,1
Looking for a great organization to join? Now hiring a Marketing Analytics Manager. Join SSFCU voted Top Work Places in 2020. Learn more about who we are and what we offer at www.ssfcu.org/careers.,0
"I recently had the pleasure of sitting down (virtually) with Andrew Hopkins. Andrew is the founder and CEO of Exscientia, a truly innovative and forward-looking pharmatech company. Exscientia combines the power of AI and human creativity to make safer and more sophisticated drugs available to all, as CEO Andrew has overseen Exscientia become the first company to progress AI-designed small molecules into clinical trials. Exscientia is the winner of our 2021 Alantra Pharma Fast 50 and is the fastest-growing business to feature in all five years of the award.  Our conversation takes us through Andrew’s entrepreneurial journey, what it means to be a pharmatech company, knowing when it’s the right time to move from bootstrapping to seeking external investment and how each fund raising round and new investor has influenced Exscientia’s development. Andrew also shares what’s ahead for the company and his key learnings for entrepreneurs seeking investment.  I would thoroughly recommend setting aside 20 minutes of your day to hear Andrew share his thoughts and insights. Guide to timings0:00 Introducing Exscientia and its technology4:15 How the rapid development of Covid-19 vaccines is impacting Exscientia6:02 The right time to seek external investors9:10 How each investor has influenced growth12:06 Sharing key learnings for raising investment14:55 What most excites Andrew about Exscientia’s futurehttps://lnkd.in/dNQKanc #pharmatech #pharmaceuticalcompanies #drugdiscovery #growth #pharmafast50 #AI #artificialintelligence #pharma #technology",0
"In the past decade, Poland was the fastest growing renewable energy market in Central Europe, growing into a regional leader in this field. It also has the most ambitious plans in this regard for the next 10 years. The green revolution in Poland is driven mainly by wind energy, which in the coming years will increasingly concentrate on the shelf of the Baltic Sea, although other RES technologies, including photovoltaics, are also dynamically developing. The most important trends and prospects for the renewable energy industry in Poland are presented in the latest report of our economists “On the verge of a green revolution. Perspectives of the RES sector in Poland amid global and regional trends”. I recommend you to have a look: ? https://lnkd.in/dNEAqppBank Pekao S.A. #GreenEconomy #circulareconomy #sustainability #pekao",1
"Looking for recommendations, please :)Our company, Lycan Industries Philippines, OPC, is taking its next small but important steps in our journey as we aim to launch our own motorcycle brand and series of models, competing with locally-distributed niche motorcycle brands such as Bristol, Benelli, CFMoto, Triumph, Royal Enfield, and more. Hence, I personally am looking for potential business partners/co-founders/co-owners of the company to help lead the business to its full potential.Currently, the company is preparing for its 6-to-12 month-long research & development stage where we'll design, develop, and test 2 to 4 prototype models which we are aiming to launch and mass-produce by 2022.Q: But what makes Lycan different in the market? A: Straight-from-the-factory mass customization. (more info on this during the initial discussions)...more details on the comment section #business #founders #startups #development",0
Check this out!,0
"I loved my time at Ecolab and working for Lee. If anyone is looking for a job in my network, I’d recommend looking at Ecolab.",0
"One of the top questions I get from newbie freelancers: ""How do I set my rates?""Unfortunately, there is no one-answer-fits-all for this question.Why?Because your rates are directly linked to your self-worth.When you're freelancing, you don't have a boss telling you ""Here is your set monthly salary"" i.e. this is how much you're worth.Instead, you're in complete control of how much you earn each month. Your salary isn't stagnant. It can go up or down. The ball is in your court to decide how much you're worth.That's scary AF.Sure, you can use ballpark figures from the South African Freelancers Association to figure out your rates or those nifty hourly-wage calculators.But if you don't believe your time and work is worthy of that amount (whether it's below, above, or in line with industry averages) you're going to have a hard time convincing anyone to pay you.And when you couple this with stats like:60% of women say they've never negotiated their salary (study linked below) Most of us are not prepared when we have to start telling potential CLIENTS what we want to be paid.Going into business is a major personal development exercise. All the beliefs that you have will come out of the woodwork to either help you or sabotage your efforts.Want to start working on your money story and beliefs? I highly recommend picking up a copy of You're a Bad Ass at Making Money by Jen Sincero. It's a great place to start and will shed light on what you're holding onto that's affecting how you show up around money.If you're looking for more support to get your freelance writing biz up and running, I'm hosting a 3-day workshop called Write to Wander with Alice Draper. It's designed to give you all the tools you need to start writing better stories and turning those pitching crickets into hell yeses.#freelancewriting",0
Check out @SPY to learn why our #EliteActive75t is the perfect gift this year for everyone on your list,0
"We are looking for the best #JAVA developers to join Unosquare?????Level intermediate ? 2 or more years of experience with:-Java 8, Spring boot, JPA, Hibernate, REST ?-Advanced English level ???? 100% remote inside MX ? Awesome benefits!Send me your resume or recommend a friend! valentina.salceda@unosquare.com ??",0
"To meet increased demand due to the pandemic, many companies in the food and beverage industry operated at full production, and were often strained, leaving them more vulnerable to #cyberattacks. Dive into our 2021 Data Breach Outlook for more: https://bit.ly/3gKjSWy #Kroll",0
"Working with Pat Quinn and Olayinka Fadare during Co.Lab has been awesome. In a few short weeks we've build and shipped YourRoomz. YourRoomz is a web application designed to help your furnish rooms in your home. Its little rough around the edges and needs some development for the recommendations, but its a great tool with tons of potential!If you want to take a look at it, visit https://yourroomz.com. Please stop by https://lnkd.in/eEvGDA2 at Co.Lab | You Belong in Tech and drop a like for our project.",0
"Greetings of the day, I'm #hiring Business Development Interns for BuSkills Education and looking forward to collaborate with colleges for the same. Placement cells or TPOs can drop their emails in comments for further process.I am mentioning some details regarding the internship here as well.Selection process:Telephonic interviewQualifications and duration:Bachelor's and Master's students of all disciplines with appropriate communication skills are welcomeBarring any disorderly conduct, the internship is of a minimum duration of 1 month and may be extended upon agreement by both partiesBenefits of Interns:1. Fixed stipend of 1000/- per month with any amount of revenue they generate, variable stipend upto 22,000/- depending on performance. 2. Certificate of Internship for all interns, Letter of Recommendation for high-performing interns3. Access to the Grassroots Community4. Discounts on any 2 skill courses offered by BuSkills Education LLPLooking forward to hear from you all. Regards#education #students #internship #communication #businessdevelopment #hr #interview #career #opportunity #edtech #placementcell #internshipcell",0
"Gamewell is now preparing for a Seed Funding round and what better time to launch our first Gamewell Healthy Gaming Ecosystem.A lot of hard work from the Gamewell team to put together our first representation of the influencers, organisations, and commercial platforms involved in developing the conversation around healthy gaming and esports.If you are not on it or if you have recommendations for V2 please let us know. We have an exciting schedule over the next 12 months and we are looking to engage with as many people as possible, V2 will be bigger, better and hopefully reflect what is and emerging space.So the tags are GamewellGscience PixelMind Mental Gaming Adamas Esports NCSA Team Edition ESL Gaming OXYGEN Gaming Virtuleap Internet Matters Ltd Gaming for Mental Health Take This, Inc. Young Gamers and Gamblers Education Trust (YGAM)Safe In Our World INTENTA Twitch DOUYU LTD Facebook Gaming Spotify DiscordHASfitFitGMR DropLabs MADMONQFlytroClarion Gaming @gamerhealth RescueTime NCAA PlayStationXBOX Gaming Zone Healthy Gamer Mxiety Dr Daria KussGriffiths Mark Samuele Di Nicola Complexity Gaming Chris Smith Sam Cooke André Pimenta RibeiroÁlvaro Fernández Cencerrado#gaming #mentalhealth #esports",0
"My group is hiring new underwriters in our Dallas and Houston offices. Please reach out if you're interested in joining our team. Credit Risk Associate Job Description:As a Credit Risk Associate in Real Estate Banking (REB), you are responsible for the underwriting and management of a portfolio of commercial real estate credits/relationships in a fast-paced, regulated environment. The Credit Risk Associate will also be involved in the loan closing and portfolio management process. Additionally, the Credit Risk Associate supports the preliminary underwriting of potential new deals by supporting the Approval to Pitch process. Candidates should have a good baseline knowledge of credit and lending with the expectation of developing these skills further while in this role. Knowledge of the commercial real estate industry and underwriting is a plus. Strong analytical and business writing skills are necessary. The role will have some customer contact so candidates should have solid communication skills.  Ideal candidates exhibits a strong interest in the sector, exceptional work ethic and attention to detail. Job Responsibilities include:·        Performing necessary credit analysis and due diligence on new loan opportunities including assisting in preparing Approval to Pitch Memos·        Working with Product Specialists and Client Associates to size and structure loans to mitigate risks·        Preparing Credit Approval Packages for approvals to Senior Credit Executives including final underwriting and risk rating recommendations.·        Working with loan administration and Product Specialists to facilitate loan closings·        Working with Portfolio Management to ensure credit worthiness of Borrowers/Guarantors/Sponsors and appropriate risk grades are assigned·        Ensuring compliance with established underwriting standards and guidelines, credit approval requirements, and other policies and procedures·        Communicating with clients on loan due diligence deliverables Qualifications:·                    Bachelor’s degree required·                    3+ years in a similar banking or credit role, with exceeds level performance·                    Ability to assess risks inherent in complex credit transactions, then mitigate and underwrite accordingly ·                    Accounting and finance knowledge, as well as knowledge of real estate fundamentals and concepts·                    Outstanding professional reputation and integrity·                    Strong leadership skills required·                    Strong analytical and business writing skills·                    Excellent problem solving, oral, and written communication skills·                    Superior knowledge of real estate market dynamics and economic drivers#hiring #realestate #commercialrealestate #jpmorganchase",0
"Common business sense dictates that no two organizations will be the same in terms of organizational structure, culture, current capabilities etc. so any strategic initiative that may work for one might not work for the other. Yet, when we embark on strategic digital transformation initiatives, even before we look inside our processes and systems, we start asking what others are doing. While some generic best in class approaches can surely be adopted across companies and across industries, following the path of “one size fits all” for strategic initiatives, like developing an strategy around where and how to leverage AI capabilities in your business, is never a recommended path. In my perspective, every organization has a unique DNA. And hence any AI Strategy formulated needs to account for the unique challenges associated with THAT specific organization. #artificialintelligence #technology #technology #ai #businessandmanagement #strategy #machinelearning #digitaltransformation #analytics #innovation #business #digital #datascience #data #sapinsider",0
"To meet increased demand due to the pandemic, many companies in the food and beverage industry operated at full production, and were often strained, leaving them more vulnerable to #cyberattacks. Dive into our 2021 Data Breach Outlook for more: https://bit.ly/3gKjSWy #Kroll",0
"SCB Data Analytics Virtual Interview DayThe deadline for submitting the application form is extended to 31 July 2021!We are constantly looking for people with strong quantitative and analytical backgrounds, who are excited about challenges at the intersection of data, math, coding, and machine learning and are passionate in driving business results with analytics.? Data Scientist Extract insights from complex data sets and applying statistical and machine learning models to enhance customer’s experience, provide actionable business recommendations, and enable new products and technologies. *Statistical programming languages (e.g., Python, R, pandas) **Database software (e.g. SQL, PySpark) Click here to apply: https://lnkd.in/gvESsNV? Machine Learning Engineer Deliver end-to-end Big Data solutions to support advanced analytics, accelerate machine learning model development, and productionize models used in real-time. *Programming languages (e.g. Scala, Rust, Python or Java) **Database software (e.g. SQL, NoSQL, Graph data store technologies) Click here to apply: https://lnkd.in/gSYdeaCHurry and sign up by July 31, 2021 for “Data Analytics Virtual Interview Day” #scb #dataanalytics #virtualinterview #datascience #technology",0
"""How safe is your data?""Title of my Opening Keynote next Tuesday 27th July 2021 at Dunedin ITx Innovation DayWill cover Data Reliability, Security, Systems of Systems and core insights and recommendations based on lessons learned at the SKA project over nearly a decade on i) Next-gen Technologies, ii) Scale, and iii) Complexity & RiskWill also look at specific questions for a Data Audit and Digital TwinsHope to see you there!https://itx.nz/Dunedin(BTW, on Thursday 29 I also speak at ITx Christchurch -but that's a different post ;-)#DataReliability #DigitalTwins #CyberSecurity #ITPPaul Matthews, Anthony Dowling, Ian Simpson, Kylie Jackson, Jamie Vaughan",0
"“Kera is someone who takes on challenges, exceeds expectations, and does it with a heart full of compassion.  She works hard.  An ultimate team player.  Performs at a very high level.  She is generous with her time and support.  She is an overachiever but works in a collaborative style and wants everyone to succeed.  She is a true leader who always has the best interest of the organization in mind.  I highly recommend Kera for any job that is looking for someone that is committed, driven, passionate, results oriented, a cheerleader and always rises to the occasion of the next challenge.”Donna DuheVice President, Development American Red Cross",0
"I just finished the Service Representative training from Service Strategies and it was fantastic! It covers topics ranging from connecting with professionalism and effective communication, to how to manage customers, calls, and stress. It was an incredibly insightful training and I could not recommend it enough.I even learned something about myself! During the section on ""Energy Profiles"", I discovered that my input preferences lean towards ""Grounded"" with touches of ""Creative"" while my process preferences are a combination of ""Logic"" and ""Relationship"" energies. Now I just need to focus on developing the areas where I identify with less!If you are looking to level up your support skills and maybe learn something about yourself, you should give this training a shot. It was worth every penny.#training #communication #energy #support #customerservice #career #motivation",0
"So, you want to provide messaging support, but you don’t know where to start. Zendesk has some ideas for you.",0
"To me, Grace Beverley is someone I look up too. Named in the Forbes 30 under 30 list in 2020, and the founder and CEO of two successful businesses, Grace’s story really inspires me. For me, what started as a casual follow on instagram for fitness tips soon developed into a full-blown investment into Grace’s brand and business - spending more money than I would like to admit on gym leggings and equipment!So, when she announced the launch of her podcast, I jumped at the chance to hear her talking about the reality of starting your own business and the challenges you don’t necessarily think of or consider in the beginning stages.I would recommend this podcast to anyone wanting to listen to another side of business - mental health, personal difficulties and the work/life balance.",0
"I'm looking to produce a CAD layout of our offices and factory in Pinxton, Nottinghamshire, as part of the ongoing investment/ development plans for Qube Total Solutions (QTS) Ltd.Can you help or do you have any recommendations in your networks please?Drop me a message.",1
"WE ARE HIRING. Newton School is looking for front-end developers. To apply, kindly click on the link below.Like or comment for your network. Or recommend people.https://lnkd.in/e3T2QZW#hiring",0
"Jan Harasym of Sharkmob Games joins the GCP Podcast to talk about his experience leading 2 full migrations to #GoogleCloud for their online gaming compute infrastructure, including a move to #Kubernetes.",0
"?? I am truly thankful for all the opportunities & skills training workshops, including the Pearson College London Business School Virtual Work Experience and the Internship Experience UK Business, Operations & Marketing and Public Sector, Policy & Charity Stream hosted by Bright Network. ?? I took part in the work samples incl. policy drafting (hosted by the UK Civil Service Civil Service Fast Stream) & introduced myself to digital marketing, creating a marketing plan and propose a recommendation for an expansion plan to a London-based local business (hosted by Google Google Digital Garage ).  ?? Yesterday marks the last day of the 2-day ‘Agent of Change’ conference 2021 (AOC) hosted by AIESEC UK. I am immensely grateful for the opportunity to work on 2 team projects and deliver 2 presentations on behalf of the team, focusing on SDG #10 Reduced Inequalities & #13 Climate Action of the Sustainable Development Goals  United Nations . It was very fun and insightful meeting like-minded young people, supporting each other to create a change in this corrupt world.?? Today, I am REALLY excited and looking forward to Day 1 of Chatham House Summer School 2021 with the theme ‘Imagine a Better World’, and attend the monthly meeting with Youth Ambassadors at I have a voice CIC !!",0
Salesforce.org is developing a framework to allow individuals to discuss and act for equality. Over 50 partners have already signed up for the inaugural cohort of the Equality Commitment. #SFDOPartners,0
Salesforce.org is developing a framework to allow individuals to discuss and act for equality. Over 50 partners have already signed up for the inaugural cohort of the Equality Commitment. #SFDOPartners,0
Check this out!,0
“What I’m interested in is taking the enormous intellectual assets of Salesforce ... and finding how we could use it to make a difference.” - Read more about Susan Morrow’s thoughts on how tech can improve our communities:,0
"#Hiring - Junior Analysts / Senior AnalystsLooking for Analysts/Senior Analysts who can join immediately. - Relevant prior work experience of 1-5 years in the field of analytics (ecommerce industry will be a plus)- Strong problem solving skills and ability to articulate ideas in a concise manner- Should be experienced in conducting data analysis and delivering actionable insights from scratch. This means :             - Understanding the business objective             -  Hypothesis building and testing             -  Data extraction (preferably using SQL from multiple sources)              - Relevant data cuts having KPIs across multiple dimensions             -  Insights around the trends, seasonality, cohort behaviour etc.             - Actionable data driven recommendations for the Business/Ops/Product folks             - Presentation of the final results through dashboards, excel reports, powerpoint presentations etc.- Must be proficient in SQL and Excel - This is MANDATORY- Experienced in Python or R programming- Developed and deployed ML models- Prior experience working with common BI tools such as Tableau, PowerBI, Mixpanel, Microstrategy etc. (Atleast 1, will be a plus)- Basic automation skills using google scripting or Microsoft VBA - Not MandatoryLocation - WFH for now due to pandemicInterested candidates can share the profile with me (on LI Chat itself).PS - 1. This is a not an internship program.2. We are expecting folks to be well versed in SQL, Excel and Python/R. 3. Success stories around how data transformed business, will receive additional credits.#hiringalert #recruitingnow #jobalerts #analytics #datascience",0
"Looking #Informatica MDM / IDQ Developer @ Phoenix, AzVery strong implementation experience in #Data Integration tools specialized with #Informatica Power Center and #IDQ suite of toolsExperience delivering Robust and Scalable Enterprise ETL solutionsGood Knowledge of #ETL and Data Quality Concepts, knowledge of basic concepts of #Java PL SQL. ( good to have awareness of #MDM trends #MDM Concepts and other MDM tools )Ability to create and analyze unit and system test cases. To be able to debug ETL workflows, SQL code snippets and defect fixing.Must possess a strong background in database systems like Oracle with SQL scripting. Design and develop/customize #INFA MDMDesign and design #IDQ mapping to ingest data into #MDM and extract data out of MDMAnalyze data issues and provide recommendation or permanent resolution. Experience in INFA #MDM developmentExperience in #IDQ developmentStrong in SQL Knowledge on #Data Modeling / ArchitecturePlease share resumes at rohith@realtekconsulting.net #c2crequirements #c2c #w2 #contract #benchsales #usajobs #usitstaffing #hotlist #recruitment#c2c #corptocorp #c2crequirements #hotlist #benchsales #corp2corp #usstaffing #usrecruitment #vendorlist #directclient #usitstaffing #itrecruiters #bench #itrecruiter #urgentrequirement #benchsalesrecruiters #contractjobs #vendor #required #urgentopening #urgentopening #position",0
"After successful completion of our first internship, Amazetech is back again with a great summer internship opportunity.We are looking for:Web developer (WordPress)Content writerHR managerDigital MarketerGraphic DesignerBusiness development internPerks:Chance to work on real-time projectsGet to the working of a corporate modelCertificate of internshipLetter of recommendationOpportunity to be a permanent part of our teamA stipend of PKR 6,000 upon successful completion of internshipWho we are looking for:Enthusiastic and lively students having a sense of humor with professionalism.All students are encouraged to apply.Anyone with prior experience of the area is preferred (not necessary, but it will make you stand out in other applications)Please send resumes and portfolios to: info@amazetech.co.The subject line of your email should read (internship_the area you're applying for). If you're applying for a job as a content writer, for example, the subject of your email should be (internship_contentwriter). Emails not having this subject will be discarded by the system. Duration: 1 month, beginning August 2, 2021, and ending August 31, 2021The application deadline is July 20, 2021. (Note: No late responses will be entertained) #internship #job #internshipopportunity",0
"Glad to have finally completed my FIFA Medical Diploma. I highly recommend this course to any fellow aspiring Sports Scientists, looking to continue their own professional development by gaining an insight into elite sport injury management and risk prevention. #fifa #sportsmedicine #sportscience #injuryprevention",0
"Great McKinsey & Company interview this week with former Overstock.com executive Seth Moore. Seth's practical experience with dynamic pricing and vision on best practices matches well what we have learned in our over 8 years of experience in implementing dynamic pricing at leading enterprise retailers and brands at Omnia Retail. Some examples:'Dynamic pricing can add value because it allows you to price the entire catalog with the same deliberate attention you give to important SKUs.''The answer to “How often should we change our prices?” is “as often as you have enough data to make a better decision than you did the last time you made a price change.'""Merchants develop their knowledge over time; retailers need to take that knowledge, test it, implement it, and automate it, which will free up merchants to focus on improving assortments and other merchandising levers.""""Bringing merchants into the process early—so they can contribute to the development of algorithms and strategies—is critical. Involve them in the strategy formulation. Tell them, “We’re building an algorithm that will make pricing decisions in your category, using the same logic that you would use.”""""By far the most important thing you can do, even if you don’t change anything about your pricing logic, is to fix your cost data. If you don’t know your item-level costs, you can’t make good item-level decisions.""""Another lesson is that you should carefully consider consumer perception. Your price changes should never make the consumer wonder, “Am I being gouged?” Figure out what makes sense for your organization and for each product category. Is there a long buying cycle? Do shoppers tend to look at online customer reviews before they buy? Some categories—mattresses, for example—are heavily considered and researched, and there’s no urgency in the purchase process; customers will come back and view the same item a dozen times. But that’s not true of many other categories. So study web-analytics data to inform your dynamic-pricing approach.""[regarding personalized pricing] ""I recommend keeping base prices consistent so that consumers don’t feel discriminated against: “Why is that person getting a better price than me?” You should factor in promotions and shipping costs when setting your base prices. But you can offer some level of personalized pricing through discounts.""--> If you want to receive a pdf of the full article, let me know via the comments or PM. #retail #dynamicpricing #omnichannel #ecommerce #pricing",0
"Trust is crucial in our personal lives and in our work lives. When we can trust and be trusted, we not only become more productive, but we also find more joy along the way.",0
"The importance of having professional goals beyond work is hugely valuable, and something I completely underestimated until this year.I’d seen an Event Grads post on Facebook for industry newbies to enter the V Disrupt competition, to design some ideas for the micebook V Awards and compete for the chance to make the ideas come to life. I commented on the post to see if anyone wanted to team up, and the wonderful Ayame Kaikawa commented. We began video calling once a week, for 3 weeks, to develop our plans and create something to put forward to the judges.We submitted our proposal and later found out we’d made the final of the competition, meaning we now had to pitch our ideas verbally to the judges. It was an incredible experience, and although we did not win the competition, it was a huge learning experience, and I am so proud of putting myself out there. In the past year, I have grown so grateful for the network I have built, and look forward to finding and creating more opportunities to continue my professional development.If you want to mix things up and try something new before the end of the year, I recommend expanding your network and working on a project with someone new. It doesn’t need to be huge, but it’s so fulfilling ?",0
"Learn about the challenges and innovations of running Machine Learning based systems in production with Google's ML Site Reliability Engineering Director, Todd Underwood. #SiteReliabilityEngineering",0
It brings me immense pleasure in sharing that I have completed 7 months of the Mentorship Program as a member of the Pharmacon Society of Pharmacy Practice. I was keen to interact with all the mentors and the diverse panel of speakers who engaged our sessions covering almost every aspect of one's development process. When I look back I see a better and a confident version of myself now and I would definitely recommend others for getting connected to this society in any way possible.Thankyou Dr. Karthik Rakam  and Pharm. Doctors  for this kind gesture and the work you're doing towards the Healthcare sector.,0
"Hello Connections,#socialmedia #socialmediajobs #mumbaijobs #digitalmediamarketing #socialmediastrategy #mediajobs #mediaindustry #immediatejoinersWe One Digital Entertainment looking for an Assistant Manager- Social Media to join our Mumbai team.Job Role:* Responsible for setting targets and developing a social media strategy. Drive high levels of channel growth, excellent engagement, and innovative strategies.* Delivery social media best practices and suggest and make improvements to internal processes to become more efficient* Researching the latest trends and techniques and finding new ways of measuring our social media activity and improve our analytics and reporting.* Making a campaign or an idea come to life.* Producing innovative creative and shoot briefs for social-led content.* Liaise with the creative team to ensure specific content is created for all social channels* Track and report on the success of campaigns and content, come up with recommendations for how to improve and continue building performance* Understanding of creative story-telling and adapting content for different channels, especially: Instagram, Instagram Stories, IGTV, YouTube, Facebook, Twitter and Pinterest.Interested ones please share your updated profile : sonam@zengatv.com",0
"I've been working as a software engineer for almost five years but unfortunately never, ever had the experience of designing the deployment process and neither deployed anything into the production environment. That’s why my inner self really wanted to release something no matter whatever the app does and in the end, I did it! You know, better late than never!So, what does the Firecracker Vocab Practice do? Well, just imagine yourself as a lexicographer (or a group of lexicographers) enlisting unknown vocabulary into a personalized dictionary. Although, I believe other apps available on the Google Play Store are similar to this, TBH, I didn't consider delivering a unique app. An app is not just about writing bunches of codes. Therefore, I asked my near and dear ones and they helped a lot regardless of their busyness. Someone helped me choose the framework. Some other helped me to improve the UI and it is better than what I designed. If you look into the screen-shots on the Play Store, you may notice four test users with beautiful names and avatars. Not any of them had come from my brain. Even the name of the app and the logo are recommended and designed by my friends. There was a lot of vocabulary written in the Google Docs file. Unfortunately, I could not make it an automated process to insert those into the database because we didn’t follow any standards while adding those. So one of my friends transformed it into a TypeScript file. Definitely, that was a tedious and monotonous task but it has been done smoothly. I would like to thank my alpha test users, without them, I wouldn't be able to fix the last-minute bugs. As a developer, I know it is really difficult to release a bug-free app. So, my humble request is to report any kind of bug. Also, feel free to suggest anything. And it would be nice if you have a look at two of my repositories.BTW, it is not only an Android app, there is a web app too! But it is not functioning as the front-end makes the request to an HTTP server and is eventually blocked. Right now, I'm not thinking about a custom domain and SSL certificate. Therefore, only the sign-in page is being loaded. But you know, it is really an amazing thing that my own codes can run on various platforms!Priyanka Tarafdar Bristi, Nabila Tabassum Chowdhury, Parvez Mahbub, Nosheen Tasnim Chowdhury, Anirban Dutta, Anastasiia Shyrokovska, Felipe Calderano, Mannu Bardhan Paul, Khyrul Bashar; my heartfelt thanks to you! You people are awesome!Play Store link: https://lnkd.in/gNcTZAFSource codes:Backend: https://lnkd.in/ghNMuZmFrontend: https://lnkd.in/gAGnySS#TypeScript#NestJS#PostgreSQL#TypeORM#Jest#VueJS#IonicFramework#Capacitor#TravisCI#FirebaseAuthentication#FirebaseHosting#AmazonRDS#AmazonCodePipeline#AmazonElasticBeanstalk#AndroidPlayStore",0
"I am not always an advocate of the most current #tech.  #Reactjs is currently powering nearly nine million websites worldwide.  WIth an estimated 200 million active websites, that means reactjs is running nearly 5% of the active internet at the time of this post (Y'all can fillet me if my math or stats are wrong).  Many of the projects we work on as a #freelancedeveloper do not require heavy libraries like reactjs.  Also, many of them use aging but mature technology stacks (hello php developers).  This being said, I have to admit I have been absolutely loving developing websites with #gatsbyjs and #graphql.  I feel that it is a front end framework that I will stick with for a while because it is both fast and has an awesome plugin ecosystem baked in.  I am really appreciating the modularity of react and the ability to create rich, dynamic ""static"" websites using the graphql queries.  if you are a #webdeveloper, I highly recommend giving gatsbyjs a try for smaller projects.  Heck, it can even do more complex projects like e-commerce if you want.  I am looking forward to sharing this website and its awesome performance gains soon,  #fullstackwebdeveloper #jamstack #javascriptdeveloper #scss #reactdeveloper #reactjsdevelopment #webdevelopers #nodejsdeveloper",0
"Three years ago I opened the doors of Turquoise IT.It's been tough at times but I'm still here and enjoying the journey which is what really counts I guess. I'm not sure where those three years have gone but I want to thank everyone who has joined me on the journey so far.This last year has been a tough one for many businesses and we couldn't have survived it without the continuing support of our customer after all you are the reason that we exist.Whether you trust me with your tech to make sure it's performing as it should by maintaining your hardware, developing a system that make your business more efficient or you're just looking for an opinion or recommendation on your next tech investment, every time you bring work my way it makes a difference and gives me the chance to help you make your life a little easier.As I've not been able to visit many of you face to face I've also become even more reliant on AnyDesk - our remote access platform - provide the support you need. It's been a solid platform and I've now got over 50 clients successfully using it.Along with that the usual maintenance and support work I've been doing more bespoke systems development based on the popular FileMaker platform which helps businesses become more efficient and flexible - if you're interested in this kind of thing then definitely get in touch with me.All in all it's been another successful year and I look forward to providing the same level of service for many more to come.Thanks again to everyone who has supported me and remember...When you need to talk tech, talk to Turquoise IT!#techsupport #solutions #repairs #datarecovery#AnyDesk #Apple #Microsoft #Filemaker",0
"Hi, Linkedin!One of our clients in IT consultant  (PT Altrovis Tekno Global) is currently looking for :Front End Developer- At least 2 years of experience with Objective-C and Java for Mobile Development- Able to read and understand crash logs in order to troubleshoot Mobile Application- Have an understanding of OS changes & dependencies- Good Analytics & Problem Solving skill setIf you are interested and have the qualifications needed, kindly send your CV to :Email : ardidwi.msbu@gmail.comSubject : Position - NameWe will contact the short-listed candidates.Placement : JakartaPlease feel free to share this information to your friends and let me know if you have any recommendations.",0
